filename,label,disease,height,width,avg_contour_length,line_density,num_lines
03031.tiff,4,Healthy,600.0,800.0,27.63532472484216,4.166666666666667e-06,2.0
03032.tiff,4,Healthy,600.0,800.0,29.31149135582178,4.166666666666667e-06,2.0
03033.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,30.39256612131979,6.25e-06,3.0
03034.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,32.16497896987029,6.25e-06,3.0
03035.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,29.754262854772456,4.166666666666667e-06,2.0
03036.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,29.49386572239357,4.166666666666667e-06,2.0
03037.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,29.92638372398085,4.166666666666667e-06,2.0
03038.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,34.26190175935236,6.25e-06,3.0
03039.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,30.315116411075,4.166666666666667e-06,2.0
03040.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.395623744137897,6.25e-06,3.0
03041.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,25.641135420906856,4.166666666666667e-06,2.0
03042.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,24.987834302795854,4.166666666666667e-06,2.0
03043.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,30.985065116384483,6.25e-06,3.0
03044.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,32.868959250657454,6.25e-06,3.0
03045.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,27.907771694925096,4.166666666666667e-06,2.0
03046.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,27.96313707475849,8.333333333333334e-06,4.0
03047.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,29.33087944821744,4.166666666666667e-06,2.0
03048.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,24.27579330054608,4.166666666666667e-06,2.0
03049.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,29.535570544916844,6.25e-06,3.0
03050.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,26.01289100540273,6.25e-06,3.0
03051.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,25.909999917014137,4.166666666666667e-06,2.0
03052.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,34.286996144997445,8.333333333333334e-06,4.0
03053.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,27.388338106686994,6.25e-06,3.0
03054.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,29.58319349797168,6.25e-06,3.0
03055.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,29.965306763618663,4.166666666666667e-06,2.0
03056.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,27.56155838001839,4.166666666666667e-06,2.0
03057.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,27.8037583001149,6.25e-06,3.0
03058.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,29.05550602565334,8.333333333333334e-06,4.0
03059.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,29.025957222291808,6.25e-06,3.0
03060.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,30.887970485092808,4.166666666666667e-06,2.0
03061.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,33.649671603798616,2.083333333333333e-06,1.0
03062.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.01163824566089,2.083333333333333e-06,1.0
03063.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,25.027983435609723,4.166666666666667e-06,2.0
03064.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,29.660697759515443,4.166666666666667e-06,2.0
03065.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,26.03401030315633,2.083333333333333e-06,1.0
03066.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,28.902436910742125,2.083333333333333e-06,1.0
03067.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.84235294854763,2.083333333333333e-06,1.0
03068.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,33.82279836964189,2.083333333333333e-06,1.0
03069.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,25.92299995960837,2.083333333333333e-06,1.0
03070.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.127350165319783,4.166666666666667e-06,2.0
03071.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,23.117509745849343,6.25e-06,3.0
03072.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.45141301024226,1.0416666666666666e-05,5.0
03073.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,25.058295276753768,6.25e-06,3.0
03074.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,29.87043426452261,8.333333333333334e-06,4.0
03075.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,28.75787797199196,4.166666666666667e-06,2.0
03076.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,28.62743907421828,4.166666666666667e-06,2.0
03077.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,25.148525209833537,8.333333333333334e-06,4.0
03078.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,24.267300899046056,4.166666666666667e-06,2.0
03079.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.127543601527144,8.333333333333334e-06,4.0
03080.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.662350082586684,8.333333333333334e-06,4.0
03081.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,29.99320636843633,4.166666666666667e-06,2.0
03082.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,36.90588003710697,4.166666666666667e-06,2.0
03083.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,34.743957865175936,4.166666666666667e-06,2.0
03084.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,34.15359968490319,6.25e-06,3.0
03085.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,32.88000774273166,4.166666666666667e-06,2.0
03086.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,34.51292204887676,4.166666666666667e-06,2.0
03087.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,37.43748493869226,4.166666666666667e-06,2.0
03088.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,36.15949326124456,6.25e-06,3.0
03089.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,33.31786172853414,4.166666666666667e-06,2.0
03090.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,36.26496759576535,6.25e-06,3.0
03091.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,37.57220395052133,6.25e-06,3.0
03092.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,32.46347282882548,8.333333333333334e-06,4.0
03093.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.342678484341775,4.166666666666667e-06,2.0
03094.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,32.32540263307382,6.25e-06,3.0
03095.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,35.822452208934685,6.25e-06,3.0
03096.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.99839563192205,4.166666666666667e-06,2.0
03097.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,35.92786144583818,6.25e-06,3.0
03098.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,32.026260238842376,8.333333333333334e-06,4.0
03099.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.03537213032536,4.166666666666667e-06,2.0
03100.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,36.51317842635597,4.166666666666667e-06,2.0
03101.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,32.020649652683595,4.166666666666667e-06,2.0
03102.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,33.23633301036783,2.083333333333333e-06,1.0
03103.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,35.28964548495226,2.083333333333333e-06,1.0
03104.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,32.361600099829545,2.083333333333333e-06,1.0
03105.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,27.69807722928713,2.083333333333333e-06,1.0
03106.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,35.37631461401477,2.083333333333333e-06,1.0
03107.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,34.05127496467632,4.166666666666667e-06,2.0
03108.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,32.80455951712827,6.25e-06,3.0
03109.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,30.20437235173171,4.166666666666667e-06,2.0
03110.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,31.9052603372658,2.083333333333333e-06,1.0
03111.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,26.191140241452416,6.25e-06,3.0
03112.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,33.46118985485404,2.083333333333333e-06,1.0
03113.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,34.13764586828484,2.083333333333333e-06,1.0
03114.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,35.09365412587668,4.166666666666667e-06,2.0
03115.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,39.93917891727044,2.083333333333333e-06,1.0
03116.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,33.83969063477253,4.166666666666667e-06,2.0
03117.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,32.586818394064906,2.083333333333333e-06,1.0
03118.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,29.975436625833865,2.083333333333333e-06,1.0
03119.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,36.04750924075062,2.083333333333333e-06,1.0
03120.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,35.92750844478607,4.166666666666667e-06,2.0
03121.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,30.20816708776161,6.25e-06,3.0
03122.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.833878763846165,6.25e-06,3.0
03123.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,23.475083930387783,4.166666666666667e-06,2.0
03124.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.395219843716166,4.166666666666667e-06,2.0
03125.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,22.5947176443976,4.166666666666667e-06,2.0
03126.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,21.33524911854789,4.166666666666667e-06,2.0
03127.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.02785010940426,4.166666666666667e-06,2.0
03128.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,22.25932417979607,4.166666666666667e-06,2.0
03129.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,21.49372568979313,4.166666666666667e-06,2.0
03130.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,23.65713833200181,4.166666666666667e-06,2.0
03131.tiff,4,Healthy,600.0,800.0,32.34431871630435,4.166666666666667e-06,2.0
03132.tiff,4,Healthy,600.0,800.0,31.02540977767837,8.333333333333334e-06,4.0
03133.tiff,4,Healthy,600.0,800.0,29.270030293433496,8.333333333333334e-06,4.0
03134.tiff,4,Healthy,600.0,800.0,27.414008868308294,8.333333333333334e-06,4.0
03135.tiff,4,Healthy,600.0,800.0,33.200652857489935,6.25e-06,3.0
03136.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.56048354322528,2.083333333333333e-06,1.0
03137.tiff,4,Healthy,600.0,800.0,31.91071732173757,2.083333333333333e-06,1.0
03138.tiff,4,Healthy,600.0,800.0,33.07479438175451,4.166666666666667e-06,2.0
03139.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,34.479326909030235,2.083333333333333e-06,1.0
03140.tiff,4,Healthy,600.0,800.0,26.86449143925362,4.166666666666667e-06,2.0
03141.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,36.204588743719725,4.166666666666667e-06,2.0
03142.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,26.06756239248497,4.166666666666667e-06,2.0
03143.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,41.886618502962754,6.25e-06,3.0
03144.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,35.617840261980035,6.25e-06,3.0
03145.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,39.52776221697589,6.25e-06,3.0
03146.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,34.30388290113346,1.0416666666666666e-05,5.0
03147.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,52.70410779634347,4.166666666666667e-06,2.0
03148.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,37.72325436167774,4.166666666666667e-06,2.0
03149.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,35.93941027051966,6.25e-06,3.0
03150.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,35.39798490052251,4.166666666666667e-06,2.0
03151.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.87229593204883,4.166666666666667e-06,2.0
03152.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,25.318264360573828,8.333333333333334e-06,4.0
03153.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,22.637079425264304,8.333333333333334e-06,4.0
03154.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,30.902664009079533,6.25e-06,3.0
03155.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.4895283042384,4.166666666666667e-06,2.0
03156.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.14749856678544,4.166666666666667e-06,2.0
03157.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.860707977665577,4.166666666666667e-06,2.0
03158.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,35.149875671967216,6.25e-06,3.0
03159.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,27.379476018204464,4.166666666666667e-06,2.0
03160.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,28.32114835610339,4.166666666666667e-06,2.0
03161.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,23.06551369315102,8.333333333333334e-06,4.0
03162.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.95798080494476,6.25e-06,3.0
03163.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.272348086951208,6.25e-06,3.0
03164.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,23.514851328602184,6.25e-06,3.0
03165.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.89648606456243,4.166666666666667e-06,2.0
03166.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,25.640812720843723,6.25e-06,3.0
03167.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,21.91725284991165,6.25e-06,3.0
03168.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,25.51999334705178,6.25e-06,3.0
03169.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.634060301045867,8.333333333333334e-06,4.0
03170.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,22.01990107591035,6.25e-06,3.0
03171.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,22.385342322863064,6.25e-06,3.0
03172.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,23.023802496159256,8.333333333333334e-06,4.0
03173.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,20.478605483188183,6.25e-06,3.0
03174.tiff,4,Healthy,600.0,800.0,21.8402076451543,6.25e-06,3.0
03175.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,22.47663528260502,6.25e-06,3.0
03176.tiff,4,Healthy,600.0,800.0,23.273013208200645,6.25e-06,3.0
03177.tiff,4,Healthy,600.0,800.0,21.43005473588435,8.333333333333334e-06,4.0
03178.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,20.776838192368967,6.25e-06,3.0
03179.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,22.10329969826492,8.333333333333334e-06,4.0
03180.tiff,4,Healthy,600.0,800.0,23.101634368489496,8.333333333333334e-06,4.0
03181.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,28.17976539510781,8.333333333333334e-06,4.0
03182.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,27.200532239754995,4.166666666666667e-06,2.0
03183.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,32.99592621113198,8.333333333333334e-06,4.0
03184.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,26.978709663430305,6.25e-06,3.0
03185.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.31866046050708,4.166666666666667e-06,2.0
03186.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,30.335591881221514,4.166666666666667e-06,2.0
03187.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,28.459709698100426,6.25e-06,3.0
03188.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,28.836552336774485,6.25e-06,3.0
03189.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,29.323621464671945,6.25e-06,3.0
03190.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,25.26211877248277,6.25e-06,3.0
03191.tiff,4,Healthy,600.0,800.0,39.004886395876646,4.166666666666667e-06,2.0
03192.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,30.178586024408027,4.166666666666667e-06,2.0
03193.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,30.36778341610353,4.166666666666667e-06,2.0
03194.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,43.76506872801857,2.083333333333333e-06,1.0
03195.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,34.428940106620985,6.25e-06,3.0
03196.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,30.44446410434615,4.166666666666667e-06,2.0
03197.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.286166048739,6.25e-06,3.0
03198.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.361168861966444,2.083333333333333e-06,1.0
03199.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.24260907266157,6.25e-06,3.0
03200.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.236291885640885,6.25e-06,3.0
03201.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,27.889332384884288,2.083333333333333e-06,1.0
03202.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,28.25599137141392,4.166666666666667e-06,2.0
03203.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,27.564564452628897,6.25e-06,3.0
03204.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,31.756222778383425,6.25e-06,3.0
03205.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,30.78702634079903,6.25e-06,3.0
03206.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,25.09903467780156,2.083333333333333e-06,1.0
03207.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,27.132984112150314,4.166666666666667e-06,2.0
03208.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,27.753823072397257,6.25e-06,3.0
03209.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,30.35725269870212,4.166666666666667e-06,2.0
03210.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,27.397775606562693,2.083333333333333e-06,1.0
03211.tiff,4,Healthy,600.0,800.0,36.39601636625347,8.333333333333334e-06,4.0
03212.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,35.99144007296464,1.25e-05,6.0
03213.tiff,4,Healthy,600.0,800.0,32.47518804709353,6.25e-06,3.0
03214.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,32.155024922025795,1.0416666666666666e-05,5.0
03215.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,27.391084481267367,6.25e-06,3.0
03216.tiff,4,Healthy,600.0,800.0,26.911974382509257,8.333333333333334e-06,4.0
03217.tiff,4,Healthy,600.0,800.0,32.10184424977372,1.0416666666666666e-05,5.0
03218.tiff,4,Healthy,600.0,800.0,31.976219346579345,6.25e-06,3.0
03219.tiff,4,Healthy,600.0,800.0,28.42429406233034,6.25e-06,3.0
03220.tiff,4,Healthy,600.0,800.0,28.725061218741747,2.083333333333333e-06,1.0
03221.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,27.22569462931419,6.25e-06,3.0
03222.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,28.77291837939839,6.25e-06,3.0
03223.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,28.587486303198883,6.25e-06,3.0
03224.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,29.201011828813773,6.25e-06,3.0
03225.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,31.54648963823551,6.25e-06,3.0
03226.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.173941831738208,6.25e-06,3.0
03227.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.87853180515457,6.25e-06,3.0
03228.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,32.08664405156696,4.166666666666667e-06,2.0
03229.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.08565060689416,6.25e-06,3.0
03230.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,30.11873477662352,6.25e-06,3.0
03231.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,34.747985731995136,6.25e-06,3.0
03232.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,26.25377917685499,8.333333333333334e-06,4.0
03233.tiff,4,Healthy,600.0,800.0,28.372152121099703,6.25e-06,3.0
03234.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,34.787974106267974,4.166666666666667e-06,2.0
03235.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,27.81156099030352,6.25e-06,3.0
03236.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,24.57818390105736,4.166666666666667e-06,2.0
03237.tiff,4,Healthy,600.0,800.0,25.83437544850996,8.333333333333334e-06,4.0
03238.tiff,4,Healthy,600.0,800.0,27.1309090071282,6.25e-06,3.0
03239.tiff,4,Healthy,600.0,800.0,24.719639889446377,8.333333333333334e-06,4.0
03240.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,24.983119399766416,6.25e-06,3.0
03241.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,34.58668114200352,8.333333333333334e-06,4.0
03242.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,30.902668571170373,8.333333333333334e-06,4.0
03243.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,35.310739315018175,6.25e-06,3.0
03244.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,33.270465672734275,6.25e-06,3.0
03245.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,32.87292135870337,1.25e-05,6.0
03246.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,32.19974386766437,4.166666666666667e-06,2.0
03247.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,30.313459753673968,4.166666666666667e-06,2.0
03248.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,34.00405704166334,8.333333333333334e-06,4.0
03249.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,30.616078437911742,6.25e-06,3.0
03250.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,34.192059417507735,8.333333333333334e-06,4.0
03251.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,29.937615101278965,6.25e-06,3.0
03252.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,26.75018003463745,4.166666666666667e-06,2.0
03253.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,29.30814524322985,1.0416666666666666e-05,5.0
03254.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,32.47235398678553,8.333333333333334e-06,4.0
03255.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,26.907362342983312,4.166666666666667e-06,2.0
03256.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,27.06311988935005,6.25e-06,3.0
03257.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,30.41570409346612,8.333333333333334e-06,4.0
03258.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,30.00905054289035,6.25e-06,3.0
03259.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,34.24409018592759,6.25e-06,3.0
03260.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,25.94097352528994,8.333333333333334e-06,4.0
03261.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,32.690697087274565,4.166666666666667e-06,2.0
03262.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,25.27312801689004,6.25e-06,3.0
03263.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,30.369039145180736,6.25e-06,3.0
03264.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,33.084664123436426,6.25e-06,3.0
03265.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,32.331290704476366,6.25e-06,3.0
03266.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,29.07212374930524,4.166666666666667e-06,2.0
03267.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,36.19891527033434,6.25e-06,3.0
03268.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,31.664235161022585,6.25e-06,3.0
03269.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,32.38503856031785,8.333333333333334e-06,4.0
03270.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,30.19589855160032,4.166666666666667e-06,2.0
03271.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,22.39775261596048,8.333333333333334e-06,4.0
03272.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,30.09118959260823,6.25e-06,3.0
03273.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,22.292637222480582,4.166666666666667e-06,2.0
03274.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,26.095907384242853,8.333333333333334e-06,4.0
03275.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,23.9765159995946,8.333333333333334e-06,4.0
